@relation chat

@attribute class_area {socio-emocional,tarea}
@attribute mensaje string
@attribute adjectives numeric
@attribute adverbs numeric
@attribute determinants numeric
@attribute names numeric
@attribute verbs numeric
@attribute pronouns numeric
@attribute conjuctions numeric
@attribute interjections numeric
@attribute prepositions numeric
@attribute punctuation numeric
@attribute numerals numeric
@attribute dates_times numeric

@data
tarea,'si poder guardar el fuente de donde sacar todo , por si poner bibliografía a el final de el trabajo ',0,0,3,4,4,2,2,0,4,1,0,0
socio-emocional,'genial ',0,0,0,1,0,0,0,0,0,0,0,0
tarea,'en el parte de respuesta general ya estar el 3 pregunta resolver . ',1,1,2,3,2,0,0,0,2,1,1,0
tarea,'lamente quedar revisar ',0,1,0,0,2,0,0,0,0,0,0,0
socio-emocional,'genial yo después lo leer y comento el que me parecer ',0,1,1,2,2,4,1,0,0,0,0,0
tarea,'ya este el apartado de bibliografía y le agregar el fuente que usar yo . ',0,1,3,3,2,3,1,0,1,1,0,0
tarea,'el que tener papera / libro de donde sacar el información ir poniendo_las ahí ',0,2,2,3,3,2,0,0,1,1,0,0
socio-emocional,'que_ni_si_m_o ahora lo mirar ',0,1,0,1,1,1,0,0,0,0,0,0
tarea,'chico , borrar todo el individual y dejar el respuesta final , cosa de que ir quedar listo para entregar . ',3,0,3,3,5,0,2,0,2,3,0,0
tarea,'untes_de este , por el duda le enviar uno copia de el documento donde este todo ',0,0,5,3,1,3,0,0,3,1,0,0
socio-emocional,'genial ',0,0,0,1,0,0,0,0,0,0,0,0
socio-emocional,'barbara ',0,0,0,1,0,0,0,0,0,0,0,0
tarea,'el relee y me parecer que quedar bien , me gusto ',0,1,1,2,2,2,2,0,0,1,0,0
socio-emocional,'si , yo también lo estar leer de nuevo . ',1,0,0,0,3,2,1,0,1,2,0,0
tarea,'no crear que hacer faltar agregar mas ',0,1,0,0,4,0,2,0,0,0,0,0
tarea,'acabar de terminar de leer lo ',0,0,0,0,3,1,0,0,2,0,0,0
tarea,'creer que no tener error de redacción , para mi ya este listo ',1,2,2,2,2,0,1,0,2,1,0,0
tarea,'por ese , quedar bien estructurar y todo . ',0,1,0,0,2,2,1,0,1,2,0,0
socio-emocional,'buen_is_s_s_si_m_o ',0,0,0,1,0,0,0,0,0,0,0,0
tarea,'ahora lo entregar entonces si le parecer ',0,2,0,0,2,2,1,0,0,0,0,0
tarea,'estar terminar de corregir uno cosa y agregar uno uro ',1,0,2,1,4,0,1,0,1,0,0,0
tarea,'para mi este perfecto ',1,0,2,0,0,0,0,0,1,0,0,0
tarea,'lo acabar de mandar , le deber llegar uno copia a todo ',0,0,2,1,4,2,0,0,2,1,0,0
tarea,'tisis a mi me llegar ',0,0,1,1,1,1,0,0,1,0,0,0
tarea,'si , a mi también me llegar ',0,0,1,0,2,1,1,0,1,1,0,0
tarea,'h me faltar agregar el integrante en el documento . ',0,0,2,2,2,1,0,1,1,1,0,0
socio-emocional,'en uno rato el reenvío ',0,0,2,2,0,0,0,0,1,0,0,0
tarea,'no creer que hacer falta ',0,1,0,1,2,0,1,0,0,0,0,0
tarea,'si , me llegar uno mal decir ese ',0,0,1,1,2,2,1,0,0,1,0,0
socio-emocional,'ahora lo agregar ',0,1,0,0,1,1,0,0,0,0,0,0
socio-emocional,'maar este bien : ) ',0,0,1,2,0,0,0,0,0,2,0,0
tarea,'ya lo mandar ',0,1,0,0,1,1,0,0,0,0,0,0
socio-emocional,'genial ',0,0,0,1,0,0,0,0,0,0,0,0
socio-emocional,'( y ) ',0,0,0,0,0,0,1,0,0,2,0,0
socio-emocional,'hola chico , ser sofía_muñoz . ',0,0,0,2,1,0,0,1,0,2,0,0
socio-emocional,'me gustar el idea de acordar uno día y horario para conectar nos todo . ',0,0,2,3,3,3,1,0,2,1,0,0
tarea,'el ideal ser que cada uno ir leer y investigar uno poco para poder intercambiar opinión . ',0,0,3,2,6,2,2,0,1,1,0,0
tarea,'yo también rendir el miércoles , pero después_de el 5 ya poder . ',0,2,2,1,2,1,1,0,1,2,1,0
socio-emocional,'a le cuan , a el 5 ir a andar por acá . ',0,1,1,1,3,1,0,0,3,2,1,0
tarea,'no saber que pasar que se me cerrar el chata ',0,1,1,1,3,2,2,0,0,0,0,0
tarea,'¿ qué hacer ? ',0,0,0,0,1,1,0,0,0,2,0,0
tarea,'¿ completar el 1 ? ',0,0,1,0,1,0,0,0,0,2,1,0
tarea,'el 3 me gustar como quedar , el ejemplo ser perfecto ',1,0,2,1,3,1,1,0,0,1,1,0
tarea,'si a mi también se me cerrar . ',0,1,1,0,1,2,1,0,1,1,0,0
socio-emocional,'si da le ',0,0,0,0,1,1,1,0,0,0,0,0
tarea,'poder completar el uno ',0,0,1,0,2,1,0,0,0,0,0,0
tarea,'encontrá uno poco de chamaco para arrancar en el 3 . ',0,0,2,2,1,1,0,0,3,1,1,0
tarea,'el definición de dispositivo computacional que poder pensar requerir el incorporación de elemento que permitir representar el conocimiento y su consecuente ',1,0,4,6,5,2,1,0,2,0,0,0
tarea,'uno de el 1 intento consistir en el creación de uno mecanismo para implementar algoritmo basar en lógica de 1 orden . ',2,0,3,6,3,1,0,0,6,1,0,0
tarea,'de este esfuerzo nacer el lenguaje de programación llamar rolo . ',0,0,2,4,2,0,0,0,2,1,0,0
tarea,'rolo ser uno lenguaje de programación para representar y utilizar el conocimiento que se tener sobre uno determinar dominio . ',0,0,3,5,5,2,1,0,3,1,0,0
tarea,'más exacta_mente , el dominio ser uno conjunto de objeto y el conocimiento se representar por uno conjunto de relación que describir el propiedad de el objeto y su interrelación . ',0,2,7,9,3,2,2,0,4,2,0,0
tarea,'che . . lo de inductivo , deductivo . . todo ese de el 1 . . para mi ser re secundario . . osen , encontró uno parte que lo decir recontara breve . . como decir : este ser tal cosa , este tal otro . . ',4,0,4,6,5,7,1,2,3,16,1,0
socio-emocional,'si , yo por ese lo dejar ah , no sabio bien que poner ',1,3,0,0,2,3,2,0,1,2,0,0
socio-emocional,'no creer que ser necesario poner mas q ese ser q el pregunta se centrar mas en otro cosa . . para mi ser practicar poner algo simple ',2,1,3,2,8,3,5,0,2,2,0,0
socio-emocional,'claro , porque hablar de definición , no de explicación . ',0,2,0,2,1,0,1,0,2,3,0,0
tarea,'pero como que leer ese , y me quedar medio vació ',1,0,0,1,2,2,4,0,0,1,0,0
tarea,'¿ cómo adquirir el capacidad de aprender ? ',0,0,1,1,2,1,0,0,1,2,0,0
socio-emocional,'hola ',0,0,0,0,0,0,0,1,0,0,0,0
tarea,'falta tobas ',1,0,0,1,0,0,0,0,0,0,0,0
socio-emocional,'sí ... ',0,1,0,0,0,0,0,0,0,1,0,0
tarea,'bueno , como hacer ese parte de explicar el tipo de aprendizaje ',0,0,2,3,2,0,1,1,2,1,0,0
tarea,'ese de supervisar y no supervisar , el leu en varios lado , hasta y sikh . ',0,1,2,3,2,1,2,0,3,3,0,0
tarea,'a mi me parecer que se entender más con el información de el puf que nos pasar , y me parecer bien profundizar en inductivo como decir ',1,2,3,2,6,5,3,0,4,1,0,0
tarea,'¿ haber alguno forma de poner este ventanita de el chata en el dock ? porque lo tener en 2 lugar distinto y me volver loco ! ',1,0,4,6,4,2,2,0,4,3,1,0
tarea,'mm , creer que no . ',0,1,0,0,1,0,1,1,0,2,0,0
tarea,'el que si lo podar sacar como uno ventana aparte . ',0,1,2,1,2,2,2,0,0,1,0,0
tarea,'con el flecha de_a_el_lado_de cerrar . ',0,0,1,1,1,0,0,0,2,1,0,0
socio-emocional,'claro , ese lo ver . . y bueno , algo ser algo ',0,0,0,0,2,4,1,2,0,4,0,0
tarea,'yo dejaría ese de supervisar y no supervisar , así bien puntual . ',1,2,0,2,2,2,1,0,1,2,0,0
tarea,'mostrar el diferencia que haber entre cada uno , a que apuntar cada uno y que resultado dar . ',0,0,3,2,4,5,1,0,2,2,0,0
socio-emocional,'estar bien ',0,1,0,0,1,0,0,0,0,0,0,0
tarea,'el acomodaría abajo de el que poner tobas ah en aprendizaje inductivo . ',2,1,2,3,1,1,0,0,2,1,0,0
tarea,'y por ah tratar de explicar uno poco con nuestro palabra el otro aprendizaje y listo . ',1,1,4,2,2,1,2,0,3,1,0,0
tarea,'como hacer clasificación de inductivo , da le \" ',1,0,0,1,2,1,1,0,1,2,0,0
tarea,'ser horrible tratar de que quedar lindo uno dock ',1,0,1,2,3,0,1,0,1,0,0,0
socio-emocional,'saja_ja_ja , yo te el acomodo ',0,0,1,1,0,2,0,1,0,1,0,0
socio-emocional,'da le jajay ',0,0,0,0,1,1,0,1,0,0,0,0
tarea,'el de el red de neurona el saco ',0,0,3,3,0,0,0,0,2,0,0,0
tarea,'ah acomodar uno poco , , , ',0,1,1,0,1,1,0,0,0,3,0,0
tarea,'o dejar el de el neurona ? ',0,0,2,1,1,0,1,0,1,1,0,0
tarea,'mm , a mi no me gustar , pero porque no lo entender , no porque este mal ',0,3,2,1,2,2,3,1,1,3,0,0
tarea,'bueno , todo ese método de aprendizaje que estar poner ser uno extra igual , así que si no estar muy seguro de algo lo sacar ',2,3,2,3,5,4,2,1,2,2,0,0
tarea,'hi entrar cuan creer , que tampoco encontrar como entrar a el chata ',0,1,1,3,4,1,1,0,1,1,0,0
tarea,'y ver , tobas tampoco deber encontrar como entrar ',1,1,0,0,4,0,2,0,0,1,0,0
socio-emocional,'capaz que no ... no ser muy fácil ',2,3,0,0,1,0,1,0,0,1,0,0
tarea,'para el 3 como uno antro , encontró este . ',0,0,2,2,0,1,1,0,1,2,1,0
tarea,'el definición de dispositivo computacional que poder pensar requerir el incorporación de elemento que permitir representar el conocimiento y su consecuente manipulación ',2,0,4,6,5,2,1,0,2,0,0,0
tarea,'uno de el 1 intento consistir en el creación de uno mecanismo para implementar algoritmo basar en lógica de 1 orden . ',2,0,3,6,3,1,0,0,6,1,0,0
tarea,'de este esfuerzo nacer el lenguaje de programación llamar rolo . ',0,0,2,4,2,0,0,0,2,1,0,0
tarea,'rolo ser uno lenguaje de programación para representar y utilizar el conocimiento que se tener sobre uno determinar dominio . ',0,0,3,5,5,2,1,0,3,1,0,0
tarea,'más exacta_mente , el dominio ser uno conjunto de objeto y el conocimiento se representar por uno conjunto de relación que describir el propiedad de el objeto y su interrelación . ',0,2,7,9,3,2,2,0,4,2,0,0
tarea,'asea el conjunto de objeto , ser el hecho en el base , y el conocimiento lo representar mediante el predicado . ',0,0,5,6,2,1,2,0,3,3,0,0
tarea,'yo poner desde : \" rolo ser uno lenguaje de programación .... \" ',0,0,1,3,2,1,0,0,2,4,0,0
tarea,'objeto : fiebre , jan . ',0,0,0,2,1,0,0,0,0,3,0,0
tarea,'relaciona tener ( jan , fiebre ) ',0,1,0,2,1,0,0,0,0,3,0,0
socio-emocional,'barbaron ! ',0,0,0,1,0,0,0,0,0,1,0,0
socio-emocional,'claro , tipo uno antro , y después el ejemplo que este ah . ',0,2,3,4,0,1,1,0,0,3,0,0
socio-emocional,'si , ir a quedar re bien ',0,1,0,1,2,0,1,0,1,1,0,0
tarea,'chico , ahí vengar en 15 ',0,1,0,1,1,0,0,0,1,1,1,0
socio-emocional,'ok ',0,0,0,1,0,0,0,0,0,0,0,0
tarea,'igual , creer que ya ir quedar , solo decidir que hacer con el de el tipo de aprendizaje y listo . ',1,3,2,2,5,0,3,0,3,3,0,0
tarea,'pero ah vengar , y cerrar así no se nos hacer muy tarde . ',0,4,0,1,3,2,2,0,0,2,0,0
socio-emocional,'a le , te esperar para ese , pero ser verdad , ya estar ',0,1,0,1,4,3,1,0,1,3,0,0
socio-emocional,'me estar perder uno par de cosa ',0,0,1,2,2,1,0,0,1,0,0,0
tarea,'yo a el genético y a el conexionaste lo sacar , ser como_mucho ya ',1,2,2,1,2,2,1,0,2,1,0,0
socio-emocional,'jajajá , bienvenido ',0,0,0,1,0,0,0,1,0,1,0,0
socio-emocional,'jajay , ser todo uno dilema ver hasta donde si , y cuando cortar para no ir nos por el rama ',0,1,2,2,4,3,3,1,3,2,0,0
socio-emocional,'claro ... ver que agregar bastante en el parte de inductivo , pero ser porque nos parecer el más importante ',2,2,2,1,4,1,3,1,2,2,0,0
tarea,'si bien ser dato importante , yo querer como sacar el información complementario ',2,1,1,2,3,1,2,0,0,1,0,0
tarea,'el de el red de neurona ser interesante , pero ser como demasiado ya . . ',1,2,2,2,2,0,2,0,2,3,0,0
socio-emocional,'si ',0,0,0,0,0,0,1,0,0,0,0,0
tarea,'y que ser parte de el aprendizaje conexionaste o que ? ',1,0,1,2,1,1,3,0,1,1,0,0
socio-emocional,'claro ',0,1,0,0,0,0,0,0,0,0,0,0
tarea,'en realidad como no entendimos a que se referir con el de red de neurona artificiales buscar ese definición ',1,1,2,4,3,1,2,0,5,0,0,0
tarea,'con ese entre paréntesis no hacer falta el definición formal , este bien ? ',1,1,2,4,1,1,0,0,2,2,0,0
socio-emocional,'si ',0,0,0,0,0,0,1,0,0,0,0,0
socio-emocional,'perfecto ',1,0,0,0,0,0,0,0,0,0,0,0
tarea,'jajajá , borra lo sin culpa , se entender con el que poner entre paréntesis ',0,0,1,2,3,3,0,1,3,2,0,0
socio-emocional,'lo se , pero como no tener idea de que parte de g_o_o_g_le salio ese definición esperar a que todo este de acuerdo ',1,1,2,6,2,2,4,0,4,1,0,0
tarea,'total ser solo mirar el que haber que borrar antecede hacer el puf ',2,0,2,1,5,1,1,0,1,0,0,0
tarea,'bueno , yo creer que ya estar ',0,1,0,0,2,1,1,1,0,1,0,0
tarea,'esperar a que estar todo de acuerdo y listo ',1,0,0,1,2,1,2,0,2,0,0,0
socio-emocional,'haber uno chico que no aparecer todavía ... ',0,2,1,1,2,1,0,0,0,1,0,0
socio-emocional,'jajajá problema de conexión ',0,0,0,2,0,0,0,1,1,0,0,0
tarea,'bueno , que hacer . ',0,0,0,0,1,1,0,1,0,2,0,0
tarea,'mañana le dar el retoque final para mandar lo ? o querer terminar lo en uno rato ? ',1,1,2,2,4,3,1,0,2,2,0,0
socio-emocional,'como querer ... ',0,0,0,0,1,0,1,0,0,1,0,0
tarea,'ser para el sábado , así que problema de tiempo no haber ',0,1,1,4,2,1,0,0,2,1,0,0
tarea,'por otro parte no saber cuanto más se le poder agregar ',0,3,1,1,3,2,0,0,1,0,0,0
tarea,'yo decir para que lo ver todo ',0,0,1,0,2,2,1,0,1,0,0,0
socio-emocional,'si , mejor poner uno hora para mañana . ',0,1,1,2,1,0,1,0,1,2,0,0
socio-emocional,'y no tocar nada antecede ese hora jajajá ',0,1,1,1,1,1,1,1,1,0,0,0
socio-emocional,'boom , volvo . ',0,0,0,1,1,0,0,0,0,2,0,0
socio-emocional,'apoyo el de mañana liquidar lo medio temprano . ',0,3,1,1,1,1,0,0,1,1,0,0
socio-emocional,'perfecto ',1,0,0,0,0,0,0,0,0,0,0,0
socio-emocional,'yo tratar de contactar a el chico que faltar para que este a el tanto y de su opinión ',0,0,4,3,3,2,2,0,5,0,0,0
tarea,'donde te fijar el integrante de el grupo ? este en el catedral ? ',0,0,4,3,1,2,0,0,2,2,0,0
tarea,'no , en el mal que nos mandar ',0,1,1,1,1,2,0,0,1,1,0,0
tarea,'en el mal . ',0,0,1,1,0,0,0,0,1,1,0,0
tarea,'o acá , fija te que arriba haber uno tirito con uno 5 , ah estar todo . ',1,2,2,1,3,3,1,0,1,3,1,0
tarea,'bueno , a que hora le parecer ',0,0,0,1,1,2,0,1,1,1,0,0
tarea,'tratar de arreglar nos nosotros y dejar uno comentario en el dock , para que lo ver el resto . ',0,0,3,3,4,4,1,0,3,2,0,0
tarea,'tipo 5 ? ',0,0,0,1,0,0,0,0,0,1,1,0
tarea,'querer ? ',0,0,0,0,1,0,0,0,0,1,0,0
socio-emocional,'da le , da le ! ',0,0,0,0,2,2,0,0,0,2,0,0
tarea,'bueno , dejar el 5 como horario , si alguno de el otro chico no poder que dejar su sugerencia en el dock ',0,1,5,4,3,1,3,1,2,2,1,0
socio-emocional,'listo . ',0,0,0,0,0,0,0,1,0,1,0,0
socio-emocional,'nos \" ver \" mañana ',0,1,0,0,1,1,0,0,0,2,0,0
socio-emocional,'hasta mañana chico ! ',0,1,0,1,0,0,0,0,1,1,0,0
tarea,'da le , dejar el comenta . ',0,0,1,1,2,1,0,0,0,2,0,0
socio-emocional,'listo ',0,0,0,0,0,0,0,1,0,0,0,0
socio-emocional,'ah socia , como te ser ? ',0,0,0,1,1,1,1,1,0,2,0,0
socio-emocional,'tener varios parcial practicar , aunque ya ser tarde , y esperar que no llegar a el pres . jajay ',1,3,2,1,5,0,3,1,1,3,0,0
socio-emocional,'ajajá , creer que bien ',0,1,0,0,1,0,1,1,0,1,0,0
socio-emocional,'si me ser mal te lo pedir , pero esperar que no ! ',0,2,0,0,3,3,3,0,0,2,0,0
tarea,'vos rendir hoy también ? ',0,1,0,0,2,1,0,0,0,1,0,0
tarea,'no , yo el meté en el parcial ',1,1,2,1,0,1,0,0,1,1,0,0
socio-emocional,'h , re bien ',0,1,0,1,0,0,0,1,0,1,0,0
tarea,'que se rendid hoy ? ',0,1,0,0,1,1,1,0,0,1,0,0
socio-emocional,'bueno me ir , saludo , nos encontrar mañana ! ',0,1,0,1,2,2,0,1,0,3,0,0
tarea,'remuneratorio de exploratorio ',1,0,0,1,0,0,0,0,1,0,0,0
socio-emocional,'éxitos ',0,0,0,1,0,0,0,0,0,0,0,0
socio-emocional,'gracias , hasta mañana chico ! ',0,1,0,2,0,0,0,0,1,2,0,0
socio-emocional,'hasta mañana ',0,1,0,0,0,0,0,0,1,0,0,0
socio-emocional,'hola ! ',0,0,0,0,0,0,0,1,0,1,0,0
socio-emocional,'acá estar ! ',0,1,0,0,1,0,0,0,0,1,0,0
socio-emocional,'hola sofí , como ir ? ',0,1,0,0,1,0,1,1,0,2,0,0
socio-emocional,'todo bien , ¿ vos ? ',0,1,0,0,0,2,0,0,0,3,0,0
socio-emocional,'todo bien ',0,1,0,0,0,1,0,0,0,0,0,0
tarea,'se me pasar uno poco el hora , ya casi me olvidar ',0,3,2,1,2,3,0,0,0,1,0,0
socio-emocional,'jajajá . ',0,0,0,0,0,0,0,1,0,1,0,0
tarea,'le dar TM_min:5 a el resto ',0,0,1,1,1,1,0,0,1,0,1,0
socio-emocional,'si , no haber problema ! ',0,1,0,1,1,0,1,0,0,2,0,0
socio-emocional,'h , bolo estar en el dock , lo ver ... jajajá ',0,0,1,2,2,1,0,2,1,3,0,0
socio-emocional,'ah venir ! ',0,1,0,0,1,0,0,0,0,1,0,0
socio-emocional,'este de han_g_out_s ser medio incomodo ',1,0,0,2,1,1,0,0,1,0,0,0
socio-emocional,'tener 2 cosa y cada uno por su lado : s ',0,0,2,3,1,1,1,0,1,1,1,0
socio-emocional,'se ',0,0,0,0,0,1,0,0,0,0,0,0
socio-emocional,'tener bueno motilones , ese si . .smiley. ',1,0,0,1,1,1,1,0,0,3,0,0
socio-emocional,'jajay , ser verdad ',0,0,0,1,1,0,0,1,0,1,0,0
tarea,'el que no estar en el dock , ser el de progre . exploratorio , estar siempre . ',1,2,3,2,3,1,0,0,2,4,0,0
socio-emocional,'ser verdad ',0,0,0,1,1,0,0,0,0,0,0,0
tarea,'bueno , ir retocar ? ',0,0,0,0,2,0,0,1,0,2,0,0
socio-emocional,'a le ',0,0,0,0,1,1,0,0,0,0,0,0
tarea,'chico , el definición de w_i_k_i_pedia con el definición de red neuronales volar , no ? con el que arreglar ayer entre paréntesis se entender ... ',1,2,3,6,3,2,0,0,5,4,0,0
tarea,'para mi volar ',0,0,1,0,1,0,0,0,1,0,0,0
socio-emocional,'se , volar . ',0,0,0,0,1,1,0,0,0,2,0,0
socio-emocional,'ok ',0,0,0,1,0,0,0,0,0,0,0,0
tarea,'me parecer raro que aprendizaje inductivo quedar tan grande , ser uno de el subrayas ',3,1,1,2,3,2,1,0,1,1,0,0
tarea,'quizás debería ser menos \" protagonicé \" ',1,1,0,1,2,0,0,0,0,2,0,0
tarea,'en el mayoría de el resuenes que leu , hablar no de inductivo , ni de deductivo , ni de conexionaste , sino partir el aprendizaje en 2 , dar por cerrar que ser inductivo , y el partir en \" supervisar - no supervisar \" ',3,2,4,6,7,1,5,0,8,9,1,0
tarea,'haber poner el clasificación porque apareció en todo lado y pareció como el más importante ',1,1,3,2,4,0,3,0,1,0,0,0
socio-emocional,'siso , pero pareció hasta con letra mas grande ',1,0,0,2,1,0,2,0,2,1,0,0
socio-emocional,'ja_ja_j_ja_a ',0,0,0,0,0,0,0,1,0,0,0,0
tarea,'poder ser . . ',0,0,0,0,2,0,0,0,0,2,0,0
tarea,'ser porque estar en aria , ahora lo dejar todo en timesnewroman ',0,1,0,2,3,2,1,0,2,1,0,0
socio-emocional,'o . o se achicar . jajay ',0,0,0,0,1,1,2,1,0,2,0,0
tarea,'no se por que ese parte se ver como con uno renglón en el medio ',0,1,3,3,1,2,2,0,3,0,0,0
socio-emocional,'te el acomodo ',0,0,1,1,0,1,0,0,0,0,0,0
socio-emocional,'le comentar que ser uno queso , poner \" lindo \" uno dock , nunca ser bueno , nunca entender como funcionar el salto de página , el puntito , el sangría , etcétera ',1,2,5,7,6,1,2,0,1,9,0,0
socio-emocional,'por ese no se que hacer jajay ',0,1,0,0,1,2,1,1,1,0,0,0
socio-emocional,'no haber problema ',0,1,0,1,1,0,0,0,0,0,0,0
socio-emocional,'jajajá , yo ser rústica , pero me el rebusco ... ',1,0,1,1,1,2,1,1,0,3,0,0
tarea,'lo poder acomodar uno toque entre nosotros , y después para poner lo en puf haber alguno botona desde el dock ',0,2,2,4,4,3,1,0,4,1,0,0
tarea,'si , haber ',0,0,0,0,1,0,1,0,0,1,0,0
tarea,'esperar que lo encontrar , pero haber ',0,0,0,0,3,1,2,0,0,1,0,0
socio-emocional,'jajay ',0,0,0,0,0,0,0,1,0,0,0,0
tarea,'sino copiar el texto y el pego en libre_office ',0,0,2,3,1,0,2,0,1,0,0,0
tarea,'con ese ser solo apretar uno botona ',1,0,1,1,2,1,0,0,1,0,0,0
tarea,'pero haber uno botón , ser fácil ',1,0,1,1,2,0,1,0,0,1,0,0
tarea,'do_w_n_load as ... y podar elegir puf ',0,1,0,2,2,0,1,0,0,1,0,0
socio-emocional,'lo ver ? ',0,0,0,0,1,1,0,0,0,1,0,0
socio-emocional,'no , acomodar el sangrizas que estar hacer con espacio jajajá ',0,1,1,2,3,1,0,1,1,1,0,0
tarea,'ah este ',0,1,1,0,0,0,0,0,0,0,0,0
tarea,'ahí quedar más lindo ... te decir que ser rústico , igual alguno parte haber justificar el texto , pero te quedar mejor a vos ',2,4,2,2,6,3,2,0,1,3,0,0
tarea,'bien ir quedar ',0,1,0,0,2,0,0,0,0,0,0,0
tarea,'http://www.medigraphic.com/pdfs/revalemex/ram-2014/ram142j.pdf ',0,0,0,0,0,0,0,0,0,0,1,0
tarea,'acá leu que el red neuronal \" nadie saber a_ciencia_cierta como funcionar \" . ',1,1,1,2,3,1,2,0,0,3,0,0
socio-emocional,'jajay ',0,0,0,0,0,0,0,1,0,0,0,0
socio-emocional,'j_aja_ja_ja ',0,0,0,0,0,0,0,1,0,0,0,0
tarea,'creer que ser sobre medicina , y hablar de el poder de machina clearing ',1,0,1,3,3,0,2,0,3,1,0,0
tarea,'porque andar buscar , si encontrar alguno ejemplo o algo , para el 3 , como para agrandar lo uno boquita más , como que quedar el hecho ah en el base de dato , uno consulta , y como que ese no se si ser demostrar ser ya machina clearing . ',2,4,5,6,8,5,10,0,4,7,1,0
tarea,'habiz uno puf de el de ayer que estar bueno , el de el paciente embarazar ',2,1,4,2,2,0,1,0,3,1,0,0
socio-emocional,'pero cambiar de pi , y perdis el linos ',0,0,1,2,2,0,2,0,1,1,0,0
tarea,'si el tener a mano , sino ir a buscar el otro pi ',0,0,3,2,3,0,2,0,2,1,0,0
socio-emocional,'ahora te el busco ',0,1,1,1,0,1,0,0,0,0,0,0
tarea,'https://www.cs.us.es/ ~ jalonso/cursos/ra-00/temas/tema-10.pdf ',0,0,0,1,0,0,0,0,0,1,1,0
tarea,'este te decir yo ',0,0,0,0,1,3,0,0,0,0,0,0
tarea,'algo así como portada ? no ser de colorear mucho jajay ',0,2,0,2,2,1,1,1,1,1,0,0
socio-emocional,'si , este bien . ',0,0,1,1,0,0,1,0,0,2,0,0
tarea,'solo te faltar el número de grupo , que creer que ser 8 ',0,1,1,2,3,2,1,0,1,1,1,0
tarea,'justo ir a decir el de el número . ',0,1,2,1,2,0,0,0,2,1,0,0
socio-emocional,'siso , credo que ser el 8 . ',0,0,1,2,1,1,0,0,0,2,1,0
tarea,'quedar joya . ',0,0,0,1,1,0,0,0,0,1,0,0
tarea,'cuan que opinar vos de el 3 ? de el de el ejemplo ? ',0,0,3,2,1,2,0,0,3,2,1,0
tarea,'lo decir arriba ',0,1,0,0,1,1,0,0,0,0,0,0
tarea,'fija te el que tener agarrar en el ultimar ejemplo de aplicación . ',0,0,2,2,4,2,0,0,2,1,0,0
tarea,'cuando decir aserto , ser muy de prologá . y ahí no haber que hacer_referencia a uno lenguaje ',0,3,1,3,4,0,3,0,2,2,0,0
tarea,'me parecer , más formal , tirar uno se agregar a el dato ya existente , o algo así . ',2,2,2,2,3,3,1,0,1,4,0,0
tarea,'bueno , poder poner que se poder incluir ',0,0,0,0,4,1,1,1,0,1,0,0
socio-emocional,'claro ',0,1,0,0,0,0,0,0,0,0,0,0
tarea,'si querer entre paréntesis podar poner aserto a el base de dato , porque si o si ir a haber uno ',0,0,2,4,5,0,5,0,4,1,0,0
tarea,'llama la .smiley. , lista de conocimiento o coma quieras , pero se agregar ah ',0,1,0,3,3,2,2,0,1,3,0,0
socio-emocional,'si , ser cierto ',1,0,0,0,1,0,1,0,0,1,0,0
tarea,'pero el palabra \" aserto \" ser uno palabra reservar de uno lenguaje especificar , que el tipo que no conocer prologá , no saber que ser incluir aserto ',0,2,4,7,7,1,3,0,1,4,0,0
