@relation chat

@attribute class_reaccion {positiva,negativa,pregunta,respuesta}
@attribute class_area {socio-emocional,tarea}
@attribute mensaje string

@data
positiva,socio-emocional,'si, algo asi'
negativa,socio-emocional,'no quiero mandar fruta'
respuesta,tarea,'mobile? deja teclado jajaj'
positiva,socio-emocional,jajaja
negativa,socio-emocional,'manden fruta!!'
positiva,socio-emocional,'jajaja che tincoh'
positiva,socio-emocional,'puedo reordenarte tus palabras'
respuesta,tarea,'diccionario predictivo'
positiva,socio-emocional,sisisi
positiva,socio-emocional,'loved it'
positiva,socio-emocional,'te reordeno la sopa de letras que me dejaste'
positiva,socio-emocional,'jaja chiste'
negativa,socio-emocional,'jajaja si soy malisimo para redactar'
negativa,socio-emocional,'el 1 tambien tiene sopa de letras'
positiva,socio-emocional,ajaj
positiva,socio-emocional,'jaja sí'
respuesta,tarea,acomoden
positiva,socio-emocional,'yo voy a acomodar un poco el 2'
respuesta,tarea,'acomoden el 1'
respuesta,tarea,'ahi el ultimo patricio lo modifico y quedo joya'
respuesta,tarea,'jajaja al q puse yo lo esta cambiando todo, pobre le tire un problema'
positiva,socio-emocional,'jajaja no quiero matar tu idea'
negativa,socio-emocional,'me está costando un huevo'
positiva,socio-emocional,jjajajaja
negativa,socio-emocional,'un traba lengua'
respuesta,tarea,'uso diario quedaba genial'
negativa,socio-emocional,'che tampoco le cambies todo'
positiva,socio-emocional,'naa asi queda genial'
respuesta,tarea,'mi idea no es cambiarle todo, la primera parte no podía modificarlo de otra manera'
respuesta,tarea,'lo primero que habia puesto estaba bien'
respuesta,tarea,'estoy modificándolo en base a lo que él me va diciendo por acá'
pregunta,tarea,'diccionario es la palabra??'
pregunta,tarea,'si o no ?'
negativa,socio-emocional,'no sé'
pregunta,tarea,'que va?'
positiva,socio-emocional,ahí
respuesta,tarea,'dispositivo de entrada'
respuesta,tarea,'o algo asi'
respuesta,tarea,'La segunda parte te la dejé intacta, le corregí dos boludeces'
positiva,socio-emocional,'chicos yo me tengo que ir pero en 20 o 30 vuelvo disculpen'
positiva,socio-emocional,'no pasa nada, de última dejás comentarios y lo charlamos por ahí'
positiva,socio-emocional,'dale joya'
respuesta,tarea,'me parece que esta muy extenso lo del diccionario'
respuesta,tarea,'estoy leyendo lo que puso tincho al ppio'
respuesta,tarea,'Usar machine learning para generar una respuesta, sin necesidad de utilizar las teclas, que posiblemente el usuario va a usar en ese momento, utilizando la información que va generando con su uso, ir almacenando las respuestas que el usuario realiza a partir de un mensaje recibido y las frases y palabras que mas esta acostumbrado a utilizar.'
negativa,socio-emocional,'me la mandé cuando quise poner en contexto el párrafo'
respuesta,tarea,'ese era el original'
positiva,socio-emocional,'jaja era una sopa de letras, pero los conceptos estaban bien'
positiva,socio-emocional,'Igual dejé la mitad casi intacta eh'
respuesta,tarea,'no se si iria lo de dispositivos mobiles podria usarse en otros contextos tmb'
respuesta,tarea,'como emm... dispositivos mobiles'
respuesta,tarea,'claro, para cualquier contexto no sirve eso, sirve para contextos donde hay conversaciones, o algo así'
positiva,socio-emocional,JAJAJAJAJJAJAJAJAJA
respuesta,tarea,'na joda, pero posta q podria utilizarse en la pc para q con el teclado por ahi es incomodo'
pregunta,tarea,'che eso que marque ahi no va no?'
positiva,socio-emocional,'a ver'
respuesta,tarea,'no lo veo'
respuesta,tarea,'en el segundo parrafo de lo de diccionario hay algo raro'
respuesta,tarea,'podria ponerse como por ejemplo bla bla bla'
respuesta,tarea,'hay redundancia con la última parte del primero y el segundo'
respuesta,tarea,'ah no pará, creo que por mirar el historial colgué en el limbo'
positiva,socio-emocional,'un segundo por favor, espere mientras nuestros representantes solucionan su problema'
respuesta,tarea,'me aprece redundante'
positiva,socio-emocional,'Ah sí, ahí veo tu selección'
respuesta,tarea,'es redundante con la última parte del primero'
positiva,socio-emocional,'Jajaja, bueno tincho, tu idea quedó, pero nos comimos tu sopa'
respuesta,tarea,'bueno creo que el 2 ya esta'
positiva,socio-emocional,jajaja
